,FORMULATING_UNIT,INVESTMENT_EXECUTING_UNIT,UBIGEO,PROVINCE,FUNCTION,TYPE_OF_INVESTMENT,INVESTMENT_NAME,UPDATED_COST,ACCUMULATED_EARNINGS_AS_OF_2021,PIM_2022,AMOUNT_YEAR_2022,AMOUNT_YEAR_2023,AMOUNT_YEAR_2024,AMOUNT_YEAR_2025
0,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO SOCIAL,150400,CANTA,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DE LA COBERTURA DE ATENCION INTEGRAL DE SALUD,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
1,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,SALUD,PROYECTO DE INVERSION,FORTALECIMIENTO INTEGRAL DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE ATENCION DEL HOSPITAL DE SUPE,39956104.0,35375268.0,5552574.0,6139336.0,0.0,0.0,0.0
2,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,151000,YAUYOS,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO  DE LA CAPACIDAD RESOLUTIVA  Y DE LA ATENCION  EN EL PUESTO DE SALUD I-1 C.P.  DE HUANCACHI -TOMAS-YAUYOS,646663.0,646642.0,0.0,0.0,0.0,22.0,0.0
3,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL CENTRO DE SALUD MANZANARES NIVEL I-4 MICRORED HUALMAY,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
4,MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI,GERENCIA REGIONAL DE INFRAESTRUCTURA,150700,HUAROCHIRI,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SALUD DEL PUESTO DE SALUD  EL VALLE  EN EL ASENTAMIENTO HUMANO VALLE  SAGRADO ANEXO 22  JICAMARCA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
5,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE EDUCACION DEL NIVEL INICIAL EN LA I.E.I. N 20832 DEL CENTRO POBLADO EL PORVENIR,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
6,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,SALUD,PROYECTO DE INVERSION,ADQUISICION DE MONITOR DE FUNCIONES VITALES,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
7,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,SALUD,PROYECTO DE INVERSION,ADQUISICION DE VENTILADOR MECANICO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
8,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150500,CAÑETE,SALUD,PROYECTO DE INVERSION,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOSPITAL REGIONAL EN LA PROVINCIA DE CAÑETE,219185051.0,213524900.0,5660151.0,2592812.0,3041637.0,0.0,0.0
9,MUNICIPALIDAD DISTRITAL DE ANTIOQUIA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150700,HUAROCHIRI,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LA INFRAESTRUCTURA Y EQUIPAMIENTO DE LA IE 20537 ANDRES A. CACERES ESPIRITU SANTO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
10,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS EDUCATIVOS EN NIÑOS DE 03 A 05 AÑOS EN LA I.E.I. ESCOLARIZADA N  21571 SAN JUAN DE DIOS - DISTRITO AUCALLAMA - PROVINCIA HUARAL - REGIÓN LIMA,2810701.0,2588802.0,203686.0,17980.0,203919.0,0.0,0.0
11,MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI,GERENCIA REGIONAL DE INFRAESTRUCTURA,150700,HUAROCHIRI,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LA PRESTACION DE LOS SERVICIOS EDUCATIVOS DE LA I.E. 20955-28 FRANCISCO BOLOGNESI CERVANTES ANEXO 22 DEL CENTRO POBLADO VALLE HERMOSO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
12,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150500,CAÑETE,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE EDUCACION DEL NIVEL INICIAL EN LA I.E.I N  021 CENTRO POBLADO  DE HERBAY ALTO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
13,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO  EDUCATIVO EN LA I.E. N 20979  LUIS ALBERTO SANCHEZ DEL AA.HH BUENA VISTA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
14,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. N 20332 REINO DE SUECIA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
15,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,EDUCACION,INVERSIONES IOARR,CONSTRUCCION DE AMBIENTE PARA COMEDOR,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
16,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE EDUCACION DEL NIVEL INICIAL EN LA I.E.I. N661 DEL CENTRO POBLADO MANUEL SEOANE CORRALES,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
17,MUNICIPALIDAD PROVINCIAL DE HUAURA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO INTEGRAL DE LOS SERVICIOS EDUCATIVOS DEL NIVEL SECUNDARIO EN LA I.E. N 20871 DEL CENTRO POBLADO PARAISO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
18,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E.S.  MIGUEL GRAU DE LA CIUDAD DE PARAMONGA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
19,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,EDUCACION,PROYECTO DE INVERSION,CONSTRUCCION Y EQUIPAMIENTO DEL CETPRO BARRANCA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
20,MUNICIPALIDAD PROVINCIAL DE HUAURA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. 20372- PICHUPAMPA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
21,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150600,HUARAL,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD A TRAVES DE LA CARRETERA VECINAL 519 ,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
22,MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150500,CAÑETE,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DE LAS VIAS DE ACCESO DE LOS CENTROS POBLADOS DE HUALCARA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
23,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL NIVEL INICIAL Y PRIMARIA DE LA I.E. N 20390 HORTENCIA DULANTO DE LAS CASAS DEL DISTRITO DE CHANCAY,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
24,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150600,HUARAL,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DE LA INFRAESTRUCTURA DE RIEGO CANAL PALPA BAJO,2957331.0,2876571.0,15000.0,15000.0,39173.0,26587.0,0.0
25,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. N 20331 - 656 PASITOS DE JESUS DEL BARRIO LA ESPERANZA DISTRITO DE HUALMAY- PROVINCIA DE HUAURA - REGION LIMA.,5868466.0,5868467.0,0.0,45644.0,0.0,0.0,0.0
26,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150300,CAJATAMBO,AGROPECUARIA,PROYECTO DE INVERSION,CONSTRUCCION DEL CANAL DE IRRIGACION COCHAS - PACA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
27,MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE TUPICOCHA,DIRECCION REGIONAL DE AGRICULTURA,150700,HUAROCHIRI,AGROPECUARIA,PROYECTO DE INVERSION,INSTALACION DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO MOTOPLICHE  II,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
28,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,CONSTRUCCION DE RESERVORIO Y CANAL PUMPUL-PAGTAURA-ULLUSH-YANATAMA Y LIRIOTUNA DEL CENTRO POBLADO SAN CRISTOBAL DE RAPAZ,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
29,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150400,CANTA,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DE SERVICIO DE AGUA DEL SISTEMA DE RIEGO DE LA COMISION DE REGANTES YANGAS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
30,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150600,HUARAL,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE ALMACENAMIENTO DE AGUA PARA USO AGRÍCOLA-PRESA CACCRAY-SANTA CRUZ DE ANDAMARCA-HUARAL-LIMA,7958432.0,7579299.0,378654.0,508472.0,0.0,110.0,0.0
31,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150700,HUAROCHIRI,SANEAMIENTO,PROYECTO DE INVERSION,REHABILITACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE HUAROCHIRI,7147696.0,6399273.0,197871.0,185533.0,0.0,0.0,0.0
34,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,SALUD,PROYECTO DE INVERSION,CREACION DE LOS SERVICIOS DE ATENCIÓN BÁSICA DE SALUD NIVEL I-2,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
35,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150500,CAÑETE,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,CREACION E IMPLEMENTACIÓN DE MEDIDAS DE PROTECCIÓN Y DE PREVENCIÓN PARA EL CONTROL DE DESBORDES E INUNDACIONES DEL RIO MALA: TRAMO: PROGRESIVA 00+00 KM. A 4+900 KM DEL RIO MALA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
36,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150400,CANTA,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DE LA CARRETERA HUAROS -EMPALME CON CARRETERA CANTA LA VIUDA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
37,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,CREACION E IMPLEMENTACIÓN DE MEDIDAS DE PROTECCIÓN Y DE PREVENCIÓN PARA EL CONTROL DE DESBORDE E INUNDACIONES DE LOS RIOS SANTA EULALIA Y RIMAC EN LOS TRAMOS: PROGRESIVA 0+000 KM. A 11+500 KM. DEL RIO SANTA EULALIA Y PROGRESIVA 56+000 KM. A 65+500 KM. DEL RIO RIMAC- EN LOS DISTRITOS DE SANTA EULALIA Y RICARDO PALMA DE LA  PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,15197621.0,15193437.0,3855.0,41684.0,0.0,329.0,0.0
38,MUNICIPALIDAD DISTRITAL DE PACARAN,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SALUD DEL CENTRO DE SALUD PACARAN,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
39,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150800,HUAURA,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,CREACION E IMPLEMENTACIÓN DE MEDIDAS DE PROTECCIÓN Y DE PREVENCIÓN PARA EL CONTROL DE DESBORDES E INUNDACIONES DEL RIO HUAURA TRAMO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
40,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE ATENCION DE EMERGENCIAS DE LA COMPAÑÍA DE BOMBEROS SALVADORA N 44,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
42,MUNICIPALIDAD DISTRITAL DE PATIVILCA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN CENTROS POBLADOS PAMPA SAN JOSE,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
43,MUNICIPALIDAD PROVINCIAL DE HUARAL,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO INTEGRAL Y AMPLIACION DE LOS SERVICIOS DE AGUA Y DESAGUE DE LOS AA.HH. EL ANGEL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
44,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150400,CANTA,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DE CANAL DE RIEGO ONGONGOY - PAYGOCHA-PAMPARAN - ANEXO  HUACOS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
45,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO DE HUMAYA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
46,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150700,HUAROCHIRI,SANEAMIENTO,PROYECTO DE INVERSION,AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE SAN MATEO,9404814.0,8392265.0,848065.0,848065.0,164484.0,0.0,0.0
47,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,AMPLIACION DEL SERVICIO DE AGUA PARA RIEGO DEL SECTOR DE SHUJOC GARUPATA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
48,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150600,HUARAL,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL CANAL DE DERIVACION LA ESPERANZA Y RESERVORIO DE ALMACENAMIENTO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
49,MUNICIPALIDAD PROVINCIAL DE OYON,GERENCIA REGIONAL DE INFRAESTRUCTURA,150900,OYON,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS JIRONES OYON,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
50,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150000,MULTIPROVINCIAL,VIVIENDA Y DESARROLLO URBANO,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE SANEAMIENTO FISICO LEGAL DE LOS PREDIOS RURALES POR LA DIREFOR EN LAS 6 PROVINCIAS DEL DEPARTAMENTO DE LIMA,732770.0,698283.0,15000.0,34487.0,0.0,19487.0,0.0
51,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,151000,YAUYOS,TURISMO,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE APOYO DE LA CADENA PRODUCTIVA DE ARTESANIA TEXTIL EN LOS DISTRITOS DE CATAHUASI,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
52,MUNICIPALIDAD PROVINCIAL DE BARRANCA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,CULTURA Y DEPORTE,PROYECTO DE INVERSION,CONSTRUCCION DEL COLISEO MUNICIPAL DEL DISTRITO DE BARRANCA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
53,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,SANEAMIENTO,PROYECTO DE INVERSION,INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO CHANCAYLLO,2412889.0,2297205.0,85089.0,85089.0,0.0,30595.0,0.0
54,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,SALUD,PROYECTO DE INVERSION,CREACION DE LOS SERVICIOS DE ATENCION BASICA DE SALUD NIVEL I-2,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
55,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE ATENCION BASICA DE SALUD NIVEL I-2 PUESTO DE SALUD CALANGO CALANGO - DISTRITO DE CALANGO - PROVINCIA DE CAÑETE - REGIÓN LIMA,3175759.0,105670.0,0.0,10000.0,3070089.0,0.0,0.0
56,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150300,CAJATAMBO,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LA PRESTACION DE LOS SERVICIOS EDUCATIVOS DE LOS NIVELES INICIAL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
57,MUNICIPALIDAD PROVINCIAL DE HUAURA,DIRECCION REGIONAL DE AGRICULTURA,150800,HUAURA,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,INSTALACION DE DEFENSA RIBEREÑA  EN LA MARGEN DERECHA DEL RIO HUAURA SECTOR PALENQUE - ALCANTARILLA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
58,MUNICIPALIDAD DISTRITAL DE AUCALLAMA,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150600,HUARAL,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR DEL CAMINO VECINAL  AUCALLAMA-PALPA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
59,MUNICIPALIDAD DISTRITAL DE SUPE,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150200,BARRANCA,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL MEDIANTE CARPETA ASFÁLTICA  DE LA CARRETERA CAMPIÑA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
60,MUNICIPALIDAD PROVINCIAL DE YAUYOS,DIRECCION REGIONAL DE AGRICULTURA,151000,YAUYOS,AGROPECUARIA,PROYECTO DE INVERSION,CREACION DE RESERVORIO EN LA COMUNIDAD CAMPESINA DE SAN PEDRO DE QUINOCAY DEL DISTRITO DE QUINOCAY - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,5926489.0,997846.0,2125206.0,2129389.0,2803438.0,0.0,0.0
62,MUNICIPALIDAD DISTRITAL DE TUPE,DIRECCION REGIONAL DE AGRICULTURA,151000,YAUYOS,AGROPECUARIA,PROYECTO DE INVERSION,AMPLIACION DE LA PRESA SHIÑA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
63,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150300,CAJATAMBO,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL  CANAL  DE  REGADIO GIRUPUQUIO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
64,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150600,HUARAL,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL CANAL  YANAMACHAY DE COTO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
65,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150800,HUAURA,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE VEGUETA - PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA,1589651.0,0.0,809469.0,783541.0,806110.0,0.0,0.0
66,MUNICIPALIDAD DISTRITAL DE SAN MATEO,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE SAN MATEO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,421409.0,7500.0,401710.0,401710.0,1117291.0,0.0,0.0
67,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE TUNA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE SANTIAGO DE TUNA - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,236555.0,0.0,236555.0,236555.0,449992.0,0.0,0.0
68,MUNICIPALIDAD PROVINCIAL DE YAUYOS,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,151000,YAUYOS,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE YAUYOS - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,663696.0,0.0,652865.0,652865.0,1668848.0,0.0,0.0
